id_siniestro,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,reglas_activadas,explicacion,accion_sugerida
SIN-00400,100,100.0,72.89,90.0,96.29,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00134,99,99.97,78.26,90.0,96.27,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00073,100,99.97,72.67,90.0,96.26,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00045,100,99.94,72.68,90.0,96.25,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00948,100,100.0,72.24,90.0,96.22,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00718,100,98.56,75.66,90.0,96.21,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00899,100,100.0,72.14,90.0,96.21,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00516,100,99.84,72.36,90.0,96.2,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00282,100,100.0,71.85,90.0,96.18,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00881,100,99.81,72.24,90.0,96.18,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00714,100,99.9,71.26,90.0,96.1,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00271,100,100.0,70.98,90.0,96.1,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00639,100,100.0,69.87,90.0,95.99,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00719,100,100.0,68.78,90.0,95.88,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
